origin,destination,lat origin,long origin,lat destination,long destination
Strasbourg,Birmingham,48.584614,7.7507127,52.4796992,-1.9026911
Strasbourg,Edinburgh,48.584614,7.7507127,55.9533456,-3.1883749
Strasbourg,Glasgow,48.584614,7.7507127,55.8609825,-4.2488787
Strasbourg,Leeds,48.584614,7.7507127,53.7974185,-1.5437941
Strasbourg,Liverpool,48.584614,7.7507127,53.407154,-2.991665
Strasbourg,London,48.584614,7.7507127,51.5073219,-0.1276474
Strasbourg,Manchester,48.584614,7.7507127,53.4794892,-2.2451148
Strasbourg,Newcastle Upon Tyne,48.584614,7.7507127,54.9738474,-1.6131572
Toulon,Tirana,43.1257311,5.9304919,41.3268733,19.8187913
Toulon,Linz,43.1257311,5.9304919,48.3059078,14.286198
Toulon,Vienna,43.1257311,5.9304919,48.2083537,16.3725042
Toulon,Antwerpen,43.1257311,5.9304919,51.2211097,4.3997081
Toulon,Brussels,43.1257311,5.9304919,50.8465573,4.351697
Toulon,Gent,43.1257311,5.9304919,51.0538286,3.7250121
Toulon,Liege,43.1257311,5.9304919,50.6451381,5.5734203
Toulon,Sarajevo,43.1257311,5.9304919,43.8519774,18.3866868
Toulon,Sofia,43.1257311,5.9304919,42.6978634,23.3221789
Toulon,Zagreb,43.1257311,5.9304919,45.813177,15.977048
Toulon,Brno,43.1257311,5.9304919,49.1922443,16.6113382
Toulon,Prague,43.1257311,5.9304919,50.0874654,14.4212535
Toulon,Arhus,43.1257311,5.9304919,56.1496278,10.2134046
Toulon,Copenhagen,43.1257311,5.9304919,55.6867243,12.5700724
Toulon,Tallinn,43.1257311,5.9304919,59.4372155,24.7453688
Toulon,Helsinki,43.1257311,5.9304919,60.1674098,24.9425769
Toulon,Bordeaux,43.1257311,5.9304919,44.841225,-0.5800364
Toulon,Grenoble,43.1257311,5.9304919,45.1875602,5.7357819
Toulon,Lille,43.1257311,5.9304919,50.6365654,3.0635282
Toulon,Lyon,43.1257311,5.9304919,45.7578137,4.8320114
Toulon,Marseille,43.1257311,5.9304919,43.2961743,5.3699525
Toulon,Montpellier,43.1257311,5.9304919,43.6112422,3.8767337
Toulon,Nantes,43.1257311,5.9304919,47.2186371,-1.5541362
Toulon,Nice,43.1257311,5.9304919,43.7009358,7.2683912
Toulon,Paris,43.1257311,5.9304919,48.8566969,2.3514616
Toulon,Rennes,43.1257311,5.9304919,48.1113387,-1.6800198
Toulon,Strasbourg,43.1257311,5.9304919,48.584614,7.7507127
Toulon,Toulon,43.1257311,5.9304919,43.1257311,5.9304919
Toulon,Toulouse,43.1257311,5.9304919,43.6044622,1.4442469
Toulon,Aachen,43.1257311,5.9304919,50.776351,6.083862
Toulon,Berlin,43.1257311,5.9304919,52.5170365,13.3888599
Toulon,Bremen,43.1257311,5.9304919,53.0758196,8.8071646
Toulon,Dresden,43.1257311,5.9304919,51.0493286,13.7381437
Toulon,Dusseldorf,43.1257311,5.9304919,51.2254018,6.7763137
Toulon,Frankfurt Am Main,43.1257311,5.9304919,50.1106444,8.6820917
Toulon,Hamburg,43.1257311,5.9304919,53.543766,10.009915
Toulon,Hannover,43.1257311,5.9304919,52.379097,9.742982
Toulon,Karlsruhe,43.1257311,5.9304919,49.0068725,8.403475
Toulon,Kiel,43.1257311,5.9304919,54.3227085,10.135555
Toulon,Cologne,43.1257311,5.9304919,50.938361,6.959974
Toulon,Leipzig,43.1257311,5.9304919,51.3406321,12.3747329
Toulon,Mannheim,43.1257311,5.9304919,49.489591,8.467236
Toulon,Munich,43.1257311,5.9304919,48.1371079,11.5753822
Toulon,Ruhrgebiet (Essen),43.1257311,5.9304919,51.4118742,7.025698
Toulon,Saarbrucken,43.1257311,5.9304919,49.234362,6.996379
Toulon,Stuttgart,43.1257311,5.9304919,48.7784485,9.1800132
Toulon,Athens,43.1257311,5.9304919,37.9839412,23.7283052
Toulon,Thessaloniki,43.1257311,5.9304919,40.6403167,22.9352716
Toulon,Budapest,43.1257311,5.9304919,47.4983815,19.0404707
Toulon,Bari,43.1257311,5.9304919,41.1257843,16.8620293
Toulon,Bologna,43.1257311,5.9304919,44.4936714,11.3430347
Toulon,Brescia,43.1257311,5.9304919,45.539841,10.22296
Toulon,Catania,43.1257311,5.9304919,37.5022355,15.08738
Toulon,Florence,43.1257311,5.9304919,43.7698712,11.2555757
Toulon,Genoa,43.1257311,5.9304919,44.40726,8.9338624
Toulon,Milano,43.1257311,5.9304919,45.4668,9.1905
Toulon,Napoli,43.1257311,5.9304919,40.8359336,14.2487826
Toulon,Palermo,43.1257311,5.9304919,38.1112268,13.3524434
Toulon,Rome,43.1257311,5.9304919,41.8933203,12.4829321
Toulon,Turin,43.1257311,5.9304919,45.0677551,7.6824892
Toulon,Venice,43.1257311,5.9304919,45.43876,12.327145
Toulon,Verona,43.1257311,5.9304919,45.4384958,10.9924122
Toulon,Pristina,43.1257311,5.9304919,42.6638771,21.1640849
Toulon,Riga,43.1257311,5.9304919,56.9493977,24.1051846
Toulon,Vilnius,43.1257311,5.9304919,54.68199155,25.25625728
Toulon,Luxembourg,43.1257311,5.9304919,49.8158683,6.1296751
Toulon,Skopje,43.1257311,5.9304919,41.9960924,21.4316495
Toulon,Chisinau,43.1257311,5.9304919,47.0244707,28.8322534
Toulon,Podgorica,43.1257311,5.9304919,42.4415238,19.2621081
Toulon,Bergen,43.1257311,5.9304919,60.3943055,5.3259192
Toulon,Oslo,43.1257311,5.9304919,59.9133301,10.7389701
Toulon,Gdansk,43.1257311,5.9304919,54.347629,18.6452324
Toulon,Katowice,43.1257311,5.9304919,50.2598987,19.0215852
Toulon,Krakow,43.1257311,5.9304919,50.0619474,19.9368564
Toulon,Lodz,43.1257311,5.9304919,51.7687323,19.4569911
Toulon,Lublin,43.1257311,5.9304919,51.2181945,22.55467757
Toulon,Poznan,43.1257311,5.9304919,52.40063215,16.91978694
Toulon,Rzeszow,43.1257311,5.9304919,50.00715125,22.00991153
Toulon,Warsaw,43.1257311,5.9304919,52.2319581,21.0067249
Toulon,Wroclaw,43.1257311,5.9304919,51.1263106,16.97819633
Toulon,Lisbon,43.1257311,5.9304919,38.7077507,-9.1365919
Toulon,Porto,43.1257311,5.9304919,41.1494512,-8.6107884
Toulon,Bucharest,43.1257311,5.9304919,44.4361414,26.1027202
Toulon,Cluj-Napoca,43.1257311,5.9304919,46.769379,23.5899542
Toulon,Iasi,43.1257311,5.9304919,47.1615341,27.5836142
Toulon,Belgrade,43.1257311,5.9304919,44.8178131,20.4568974
Toulon,Bratislava,43.1257311,5.9304919,48.1516988,17.1093063
Toulon,Kosice,43.1257311,5.9304919,48.7172272,21.2496774
Toulon,Ljubljana,43.1257311,5.9304919,46.0499803,14.5068602
Toulon,Barcelona,43.1257311,5.9304919,41.3828939,2.1774322
Toulon,Bilbao,43.1257311,5.9304919,43.2630051,-2.9349915
Toulon,Madrid,43.1257311,5.9304919,40.4167047,-3.7035825
Toulon,Sevilla,43.1257311,5.9304919,37.3886303,-5.9953403
Toulon,Valencia,43.1257311,5.9304919,39.466667,-0.375
Toulon,Zaragoza,43.1257311,5.9304919,41.6521342,-0.8809428
Toulon,Goteborg,43.1257311,5.9304919,57.7072326,11.9670171
Toulon,Stockholm,43.1257311,5.9304919,59.3251172,18.0710935
Toulon,Basel,43.1257311,5.9304919,47.5581077,7.5878261
Toulon,Geneva,43.1257311,5.9304919,46.2017559,6.1466014
Toulon,Zurich,43.1257311,5.9304919,47.3723941,8.5423328
Toulon,Amsterdam,43.1257311,5.9304919,52.3745403,4.897975506
Toulon,Eindhoven,43.1257311,5.9304919,51.44855695,5.450122522
Toulon,Rotterdam,43.1257311,5.9304919,51.9228958,4.4631727
Toulon,Utrecht,43.1257311,5.9304919,52.0949753,5.109708
Toulon,Birmingham,43.1257311,5.9304919,52.4796992,-1.9026911
Toulon,Edinburgh,43.1257311,5.9304919,55.9533456,-3.1883749
Toulon,Glasgow,43.1257311,5.9304919,55.8609825,-4.2488787
Toulon,Leeds,43.1257311,5.9304919,53.7974185,-1.5437941
Toulon,Liverpool,43.1257311,5.9304919,53.407154,-2.991665
Toulon,London,43.1257311,5.9304919,51.5073219,-0.1276474
Toulon,Manchester,43.1257311,5.9304919,53.4794892,-2.2451148
Toulon,Newcastle Upon Tyne,43.1257311,5.9304919,54.9738474,-1.6131572
Toulouse,Tirana,43.6044622,1.4442469,41.3268733,19.8187913
Toulouse,Linz,43.6044622,1.4442469,48.3059078,14.286198
Toulouse,Vienna,43.6044622,1.4442469,48.2083537,16.3725042
Toulouse,Antwerpen,43.6044622,1.4442469,51.2211097,4.3997081
Toulouse,Brussels,43.6044622,1.4442469,50.8465573,4.351697
Toulouse,Gent,43.6044622,1.4442469,51.0538286,3.7250121
Toulouse,Liege,43.6044622,1.4442469,50.6451381,5.5734203
Toulouse,Sarajevo,43.6044622,1.4442469,43.8519774,18.3866868
Toulouse,Sofia,43.6044622,1.4442469,42.6978634,23.3221789
Toulouse,Zagreb,43.6044622,1.4442469,45.813177,15.977048
Toulouse,Brno,43.6044622,1.4442469,49.1922443,16.6113382
Toulouse,Prague,43.6044622,1.4442469,50.0874654,14.4212535
Toulouse,Arhus,43.6044622,1.4442469,56.1496278,10.2134046
Toulouse,Copenhagen,43.6044622,1.4442469,55.6867243,12.5700724
Toulouse,Tallinn,43.6044622,1.4442469,59.4372155,24.7453688
Toulouse,Helsinki,43.6044622,1.4442469,60.1674098,24.9425769
Toulouse,Bordeaux,43.6044622,1.4442469,44.841225,-0.5800364
Toulouse,Grenoble,43.6044622,1.4442469,45.1875602,5.7357819
Toulouse,Lille,43.6044622,1.4442469,50.6365654,3.0635282
Toulouse,Lyon,43.6044622,1.4442469,45.7578137,4.8320114
Toulouse,Marseille,43.6044622,1.4442469,43.2961743,5.3699525
Toulouse,Montpellier,43.6044622,1.4442469,43.6112422,3.8767337
Toulouse,Nantes,43.6044622,1.4442469,47.2186371,-1.5541362
Toulouse,Nice,43.6044622,1.4442469,43.7009358,7.2683912
Toulouse,Paris,43.6044622,1.4442469,48.8566969,2.3514616
Toulouse,Rennes,43.6044622,1.4442469,48.1113387,-1.6800198
Toulouse,Strasbourg,43.6044622,1.4442469,48.584614,7.7507127
Toulouse,Toulon,43.6044622,1.4442469,43.1257311,5.9304919
Toulouse,Toulouse,43.6044622,1.4442469,43.6044622,1.4442469
Toulouse,Aachen,43.6044622,1.4442469,50.776351,6.083862
Toulouse,Berlin,43.6044622,1.4442469,52.5170365,13.3888599
Toulouse,Bremen,43.6044622,1.4442469,53.0758196,8.8071646
Toulouse,Dresden,43.6044622,1.4442469,51.0493286,13.7381437
Toulouse,Dusseldorf,43.6044622,1.4442469,51.2254018,6.7763137
Toulouse,Frankfurt Am Main,43.6044622,1.4442469,50.1106444,8.6820917
Toulouse,Hamburg,43.6044622,1.4442469,53.543766,10.009915
Toulouse,Hannover,43.6044622,1.4442469,52.379097,9.742982
Toulouse,Karlsruhe,43.6044622,1.4442469,49.0068725,8.403475
Toulouse,Kiel,43.6044622,1.4442469,54.3227085,10.135555
Toulouse,Cologne,43.6044622,1.4442469,50.938361,6.959974
Toulouse,Leipzig,43.6044622,1.4442469,51.3406321,12.3747329
Toulouse,Mannheim,43.6044622,1.4442469,49.489591,8.467236
Toulouse,Munich,43.6044622,1.4442469,48.1371079,11.5753822
Toulouse,Ruhrgebiet (Essen),43.6044622,1.4442469,51.4118742,7.025698
Toulouse,Saarbrucken,43.6044622,1.4442469,49.234362,6.996379
Toulouse,Stuttgart,43.6044622,1.4442469,48.7784485,9.1800132
Toulouse,Athens,43.6044622,1.4442469,37.9839412,23.7283052
Toulouse,Thessaloniki,43.6044622,1.4442469,40.6403167,22.9352716
Toulouse,Budapest,43.6044622,1.4442469,47.4983815,19.0404707
Toulouse,Bari,43.6044622,1.4442469,41.1257843,16.8620293
Toulouse,Bologna,43.6044622,1.4442469,44.4936714,11.3430347
Toulouse,Brescia,43.6044622,1.4442469,45.539841,10.22296
Toulouse,Catania,43.6044622,1.4442469,37.5022355,15.08738
Toulouse,Florence,43.6044622,1.4442469,43.7698712,11.2555757
Toulouse,Genoa,43.6044622,1.4442469,44.40726,8.9338624
Toulouse,Milano,43.6044622,1.4442469,45.4668,9.1905
Toulouse,Napoli,43.6044622,1.4442469,40.8359336,14.2487826
Toulouse,Palermo,43.6044622,1.4442469,38.1112268,13.3524434
Toulouse,Rome,43.6044622,1.4442469,41.8933203,12.4829321
Toulouse,Turin,43.6044622,1.4442469,45.0677551,7.6824892
Toulouse,Venice,43.6044622,1.4442469,45.43876,12.327145
Toulouse,Verona,43.6044622,1.4442469,45.4384958,10.9924122
Toulouse,Pristina,43.6044622,1.4442469,42.6638771,21.1640849
Toulouse,Riga,43.6044622,1.4442469,56.9493977,24.1051846
Toulouse,Vilnius,43.6044622,1.4442469,54.68199155,25.25625728
Toulouse,Luxembourg,43.6044622,1.4442469,49.8158683,6.1296751
Toulouse,Skopje,43.6044622,1.4442469,41.9960924,21.4316495
Toulouse,Chisinau,43.6044622,1.4442469,47.0244707,28.8322534
Toulouse,Podgorica,43.6044622,1.4442469,42.4415238,19.2621081
Toulouse,Bergen,43.6044622,1.4442469,60.3943055,5.3259192
Toulouse,Oslo,43.6044622,1.4442469,59.9133301,10.7389701
Toulouse,Gdansk,43.6044622,1.4442469,54.347629,18.6452324
Toulouse,Katowice,43.6044622,1.4442469,50.2598987,19.0215852
Toulouse,Krakow,43.6044622,1.4442469,50.0619474,19.9368564
Toulouse,Lodz,43.6044622,1.4442469,51.7687323,19.4569911
Toulouse,Lublin,43.6044622,1.4442469,51.2181945,22.55467757
Toulouse,Poznan,43.6044622,1.4442469,52.40063215,16.91978694
Toulouse,Rzeszow,43.6044622,1.4442469,50.00715125,22.00991153
Toulouse,Warsaw,43.6044622,1.4442469,52.2319581,21.0067249
Toulouse,Wroclaw,43.6044622,1.4442469,51.1263106,16.97819633
Toulouse,Lisbon,43.6044622,1.4442469,38.7077507,-9.1365919
Toulouse,Porto,43.6044622,1.4442469,41.1494512,-8.6107884
Toulouse,Bucharest,43.6044622,1.4442469,44.4361414,26.1027202
Toulouse,Cluj-Napoca,43.6044622,1.4442469,46.769379,23.5899542
Toulouse,Iasi,43.6044622,1.4442469,47.1615341,27.5836142
Toulouse,Belgrade,43.6044622,1.4442469,44.8178131,20.4568974
Toulouse,Bratislava,43.6044622,1.4442469,48.1516988,17.1093063
Toulouse,Kosice,43.6044622,1.4442469,48.7172272,21.2496774
Toulouse,Ljubljana,43.6044622,1.4442469,46.0499803,14.5068602
Toulouse,Barcelona,43.6044622,1.4442469,41.3828939,2.1774322
Toulouse,Bilbao,43.6044622,1.4442469,43.2630051,-2.9349915
Toulouse,Madrid,43.6044622,1.4442469,40.4167047,-3.7035825
Toulouse,Sevilla,43.6044622,1.4442469,37.3886303,-5.9953403
Toulouse,Valencia,43.6044622,1.4442469,39.466667,-0.375
Toulouse,Zaragoza,43.6044622,1.4442469,41.6521342,-0.8809428
Toulouse,Goteborg,43.6044622,1.4442469,57.7072326,11.9670171
Toulouse,Stockholm,43.6044622,1.4442469,59.3251172,18.0710935
Toulouse,Basel,43.6044622,1.4442469,47.5581077,7.5878261
Toulouse,Geneva,43.6044622,1.4442469,46.2017559,6.1466014
Toulouse,Zurich,43.6044622,1.4442469,47.3723941,8.5423328
Toulouse,Amsterdam,43.6044622,1.4442469,52.3745403,4.897975506
Toulouse,Eindhoven,43.6044622,1.4442469,51.44855695,5.450122522
Toulouse,Rotterdam,43.6044622,1.4442469,51.9228958,4.4631727
Toulouse,Utrecht,43.6044622,1.4442469,52.0949753,5.109708
Toulouse,Birmingham,43.6044622,1.4442469,52.4796992,-1.9026911
Toulouse,Edinburgh,43.6044622,1.4442469,55.9533456,-3.1883749
Toulouse,Glasgow,43.6044622,1.4442469,55.8609825,-4.2488787
Toulouse,Leeds,43.6044622,1.4442469,53.7974185,-1.5437941
Toulouse,Liverpool,43.6044622,1.4442469,53.407154,-2.991665
Toulouse,London,43.6044622,1.4442469,51.5073219,-0.1276474
Toulouse,Manchester,43.6044622,1.4442469,53.4794892,-2.2451148
Toulouse,Newcastle Upon Tyne,43.6044622,1.4442469,54.9738474,-1.6131572
Aachen,Tirana,50.776351,6.083862,41.3268733,19.8187913
Aachen,Linz,50.776351,6.083862,48.3059078,14.286198
Aachen,Vienna,50.776351,6.083862,48.2083537,16.3725042
Aachen,Antwerpen,50.776351,6.083862,51.2211097,4.3997081
Aachen,Brussels,50.776351,6.083862,50.8465573,4.351697
Aachen,Gent,50.776351,6.083862,51.0538286,3.7250121
Aachen,Liege,50.776351,6.083862,50.6451381,5.5734203
Aachen,Sarajevo,50.776351,6.083862,43.8519774,18.3866868
Aachen,Sofia,50.776351,6.083862,42.6978634,23.3221789
Aachen,Zagreb,50.776351,6.083862,45.813177,15.977048
Aachen,Brno,50.776351,6.083862,49.1922443,16.6113382
Aachen,Prague,50.776351,6.083862,50.0874654,14.4212535
Aachen,Arhus,50.776351,6.083862,56.1496278,10.2134046
Aachen,Copenhagen,50.776351,6.083862,55.6867243,12.5700724
Aachen,Tallinn,50.776351,6.083862,59.4372155,24.7453688
Aachen,Helsinki,50.776351,6.083862,60.1674098,24.9425769
Aachen,Bordeaux,50.776351,6.083862,44.841225,-0.5800364
Aachen,Grenoble,50.776351,6.083862,45.1875602,5.7357819
Aachen,Lille,50.776351,6.083862,50.6365654,3.0635282
Aachen,Lyon,50.776351,6.083862,45.7578137,4.8320114
Aachen,Marseille,50.776351,6.083862,43.2961743,5.3699525
Aachen,Montpellier,50.776351,6.083862,43.6112422,3.8767337
Aachen,Nantes,50.776351,6.083862,47.2186371,-1.5541362
Aachen,Nice,50.776351,6.083862,43.7009358,7.2683912
Aachen,Paris,50.776351,6.083862,48.8566969,2.3514616
Aachen,Rennes,50.776351,6.083862,48.1113387,-1.6800198
Aachen,Strasbourg,50.776351,6.083862,48.584614,7.7507127
Aachen,Toulon,50.776351,6.083862,43.1257311,5.9304919
Aachen,Toulouse,50.776351,6.083862,43.6044622,1.4442469
Aachen,Aachen,50.776351,6.083862,50.776351,6.083862
Aachen,Berlin,50.776351,6.083862,52.5170365,13.3888599
Aachen,Bremen,50.776351,6.083862,53.0758196,8.8071646
Aachen,Dresden,50.776351,6.083862,51.0493286,13.7381437
Aachen,Dusseldorf,50.776351,6.083862,51.2254018,6.7763137
Aachen,Frankfurt Am Main,50.776351,6.083862,50.1106444,8.6820917
Aachen,Hamburg,50.776351,6.083862,53.543766,10.009915
Aachen,Hannover,50.776351,6.083862,52.379097,9.742982
Aachen,Karlsruhe,50.776351,6.083862,49.0068725,8.403475
Aachen,Kiel,50.776351,6.083862,54.3227085,10.135555
Aachen,Cologne,50.776351,6.083862,50.938361,6.959974
Aachen,Leipzig,50.776351,6.083862,51.3406321,12.3747329
Aachen,Mannheim,50.776351,6.083862,49.489591,8.467236
Aachen,Munich,50.776351,6.083862,48.1371079,11.5753822
Aachen,Ruhrgebiet (Essen),50.776351,6.083862,51.4118742,7.025698
Aachen,Saarbrucken,50.776351,6.083862,49.234362,6.996379
Aachen,Stuttgart,50.776351,6.083862,48.7784485,9.1800132
Aachen,Athens,50.776351,6.083862,37.9839412,23.7283052
Aachen,Thessaloniki,50.776351,6.083862,40.6403167,22.9352716
Aachen,Budapest,50.776351,6.083862,47.4983815,19.0404707
Aachen,Bari,50.776351,6.083862,41.1257843,16.8620293
Aachen,Bologna,50.776351,6.083862,44.4936714,11.3430347
Aachen,Brescia,50.776351,6.083862,45.539841,10.22296
Aachen,Catania,50.776351,6.083862,37.5022355,15.08738
Aachen,Florence,50.776351,6.083862,43.7698712,11.2555757
Aachen,Genoa,50.776351,6.083862,44.40726,8.9338624
Aachen,Milano,50.776351,6.083862,45.4668,9.1905
Aachen,Napoli,50.776351,6.083862,40.8359336,14.2487826
Aachen,Palermo,50.776351,6.083862,38.1112268,13.3524434
Aachen,Rome,50.776351,6.083862,41.8933203,12.4829321
Aachen,Turin,50.776351,6.083862,45.0677551,7.6824892
Aachen,Venice,50.776351,6.083862,45.43876,12.327145
Aachen,Verona,50.776351,6.083862,45.4384958,10.9924122
Aachen,Pristina,50.776351,6.083862,42.6638771,21.1640849
Aachen,Riga,50.776351,6.083862,56.9493977,24.1051846
Aachen,Vilnius,50.776351,6.083862,54.68199155,25.25625728
Aachen,Luxembourg,50.776351,6.083862,49.8158683,6.1296751
Aachen,Skopje,50.776351,6.083862,41.9960924,21.4316495
Aachen,Chisinau,50.776351,6.083862,47.0244707,28.8322534
Aachen,Podgorica,50.776351,6.083862,42.4415238,19.2621081
Aachen,Bergen,50.776351,6.083862,60.3943055,5.3259192
Aachen,Oslo,50.776351,6.083862,59.9133301,10.7389701
Aachen,Gdansk,50.776351,6.083862,54.347629,18.6452324
Aachen,Katowice,50.776351,6.083862,50.2598987,19.0215852
Aachen,Krakow,50.776351,6.083862,50.0619474,19.9368564
Aachen,Lodz,50.776351,6.083862,51.7687323,19.4569911
Aachen,Lublin,50.776351,6.083862,51.2181945,22.55467757
Aachen,Poznan,50.776351,6.083862,52.40063215,16.91978694
Aachen,Rzeszow,50.776351,6.083862,50.00715125,22.00991153
Aachen,Warsaw,50.776351,6.083862,52.2319581,21.0067249
Aachen,Wroclaw,50.776351,6.083862,51.1263106,16.97819633
Aachen,Lisbon,50.776351,6.083862,38.7077507,-9.1365919
Aachen,Porto,50.776351,6.083862,41.1494512,-8.6107884
Aachen,Bucharest,50.776351,6.083862,44.4361414,26.1027202
Aachen,Cluj-Napoca,50.776351,6.083862,46.769379,23.5899542
Aachen,Iasi,50.776351,6.083862,47.1615341,27.5836142
Aachen,Belgrade,50.776351,6.083862,44.8178131,20.4568974
Aachen,Bratislava,50.776351,6.083862,48.1516988,17.1093063
Aachen,Kosice,50.776351,6.083862,48.7172272,21.2496774
Aachen,Ljubljana,50.776351,6.083862,46.0499803,14.5068602
Aachen,Barcelona,50.776351,6.083862,41.3828939,2.1774322
Aachen,Bilbao,50.776351,6.083862,43.2630051,-2.9349915
Aachen,Madrid,50.776351,6.083862,40.4167047,-3.7035825
Aachen,Sevilla,50.776351,6.083862,37.3886303,-5.9953403
Aachen,Valencia,50.776351,6.083862,39.466667,-0.375
Aachen,Zaragoza,50.776351,6.083862,41.6521342,-0.8809428
Aachen,Goteborg,50.776351,6.083862,57.7072326,11.9670171
Aachen,Stockholm,50.776351,6.083862,59.3251172,18.0710935
Aachen,Basel,50.776351,6.083862,47.5581077,7.5878261
Aachen,Geneva,50.776351,6.083862,46.2017559,6.1466014
Aachen,Zurich,50.776351,6.083862,47.3723941,8.5423328
Aachen,Amsterdam,50.776351,6.083862,52.3745403,4.897975506
Aachen,Eindhoven,50.776351,6.083862,51.44855695,5.450122522
Aachen,Rotterdam,50.776351,6.083862,51.9228958,4.4631727
Aachen,Utrecht,50.776351,6.083862,52.0949753,5.109708
Aachen,Birmingham,50.776351,6.083862,52.4796992,-1.9026911
Aachen,Edinburgh,50.776351,6.083862,55.9533456,-3.1883749
Aachen,Glasgow,50.776351,6.083862,55.8609825,-4.2488787
Aachen,Leeds,50.776351,6.083862,53.7974185,-1.5437941
Aachen,Liverpool,50.776351,6.083862,53.407154,-2.991665
Aachen,London,50.776351,6.083862,51.5073219,-0.1276474
Aachen,Manchester,50.776351,6.083862,53.4794892,-2.2451148
Aachen,Newcastle Upon Tyne,50.776351,6.083862,54.9738474,-1.6131572
Berlin,Tirana,52.5170365,13.3888599,41.3268733,19.8187913
Berlin,Linz,52.5170365,13.3888599,48.3059078,14.286198
Berlin,Vienna,52.5170365,13.3888599,48.2083537,16.3725042
Berlin,Antwerpen,52.5170365,13.3888599,51.2211097,4.3997081
Berlin,Brussels,52.5170365,13.3888599,50.8465573,4.351697
Berlin,Gent,52.5170365,13.3888599,51.0538286,3.7250121
Berlin,Liege,52.5170365,13.3888599,50.6451381,5.5734203
Berlin,Sarajevo,52.5170365,13.3888599,43.8519774,18.3866868
Berlin,Sofia,52.5170365,13.3888599,42.6978634,23.3221789
Berlin,Zagreb,52.5170365,13.3888599,45.813177,15.977048
Berlin,Brno,52.5170365,13.3888599,49.1922443,16.6113382
Berlin,Prague,52.5170365,13.3888599,50.0874654,14.4212535
Berlin,Arhus,52.5170365,13.3888599,56.1496278,10.2134046
Berlin,Copenhagen,52.5170365,13.3888599,55.6867243,12.5700724
Berlin,Tallinn,52.5170365,13.3888599,59.4372155,24.7453688
Berlin,Helsinki,52.5170365,13.3888599,60.1674098,24.9425769
Berlin,Bordeaux,52.5170365,13.3888599,44.841225,-0.5800364
Berlin,Grenoble,52.5170365,13.3888599,45.1875602,5.7357819
Berlin,Lille,52.5170365,13.3888599,50.6365654,3.0635282
Berlin,Lyon,52.5170365,13.3888599,45.7578137,4.8320114
Berlin,Marseille,52.5170365,13.3888599,43.2961743,5.3699525
Berlin,Montpellier,52.5170365,13.3888599,43.6112422,3.8767337
Berlin,Nantes,52.5170365,13.3888599,47.2186371,-1.5541362
Berlin,Nice,52.5170365,13.3888599,43.7009358,7.2683912
Berlin,Paris,52.5170365,13.3888599,48.8566969,2.3514616
Berlin,Rennes,52.5170365,13.3888599,48.1113387,-1.6800198
Berlin,Strasbourg,52.5170365,13.3888599,48.584614,7.7507127
Berlin,Toulon,52.5170365,13.3888599,43.1257311,5.9304919
Berlin,Toulouse,52.5170365,13.3888599,43.6044622,1.4442469
Berlin,Aachen,52.5170365,13.3888599,50.776351,6.083862
Berlin,Berlin,52.5170365,13.3888599,52.5170365,13.3888599
Berlin,Bremen,52.5170365,13.3888599,53.0758196,8.8071646
Berlin,Dresden,52.5170365,13.3888599,51.0493286,13.7381437
Berlin,Dusseldorf,52.5170365,13.3888599,51.2254018,6.7763137
Berlin,Frankfurt Am Main,52.5170365,13.3888599,50.1106444,8.6820917
Berlin,Hamburg,52.5170365,13.3888599,53.543766,10.009915
Berlin,Hannover,52.5170365,13.3888599,52.379097,9.742982
Berlin,Karlsruhe,52.5170365,13.3888599,49.0068725,8.403475
Berlin,Kiel,52.5170365,13.3888599,54.3227085,10.135555
Berlin,Cologne,52.5170365,13.3888599,50.938361,6.959974
Berlin,Leipzig,52.5170365,13.3888599,51.3406321,12.3747329
Berlin,Mannheim,52.5170365,13.3888599,49.489591,8.467236
Berlin,Munich,52.5170365,13.3888599,48.1371079,11.5753822
Berlin,Ruhrgebiet (Essen),52.5170365,13.3888599,51.4118742,7.025698
Berlin,Saarbrucken,52.5170365,13.3888599,49.234362,6.996379
Berlin,Stuttgart,52.5170365,13.3888599,48.7784485,9.1800132
Berlin,Athens,52.5170365,13.3888599,37.9839412,23.7283052
Berlin,Thessaloniki,52.5170365,13.3888599,40.6403167,22.9352716
Berlin,Budapest,52.5170365,13.3888599,47.4983815,19.0404707
Berlin,Bari,52.5170365,13.3888599,41.1257843,16.8620293
Berlin,Bologna,52.5170365,13.3888599,44.4936714,11.3430347
Berlin,Brescia,52.5170365,13.3888599,45.539841,10.22296
Berlin,Catania,52.5170365,13.3888599,37.5022355,15.08738
Berlin,Florence,52.5170365,13.3888599,43.7698712,11.2555757
Berlin,Genoa,52.5170365,13.3888599,44.40726,8.9338624
Berlin,Milano,52.5170365,13.3888599,45.4668,9.1905
Berlin,Napoli,52.5170365,13.3888599,40.8359336,14.2487826
Berlin,Palermo,52.5170365,13.3888599,38.1112268,13.3524434
Berlin,Rome,52.5170365,13.3888599,41.8933203,12.4829321
Berlin,Turin,52.5170365,13.3888599,45.0677551,7.6824892
Berlin,Venice,52.5170365,13.3888599,45.43876,12.327145
Berlin,Verona,52.5170365,13.3888599,45.4384958,10.9924122
Berlin,Pristina,52.5170365,13.3888599,42.6638771,21.1640849
Berlin,Riga,52.5170365,13.3888599,56.9493977,24.1051846
