lat origin airport,long origin airport,lat destination airport,long destination airport,origin airport,destination airport
48.23964126,14.19116693,47.43474239,19.25864567,linz,budapest-ferenc-liszt-international
48.23964126,14.19116693,41.13757561,16.76445302,linz,bari-karol-wojtyla
48.23964126,14.19116693,44.53521722,11.28643204,linz,bologna-guglielmo-marconi
48.23964126,14.19116693,45.39645445,10.88554145,linz,verona-villafranca
48.23964126,14.19116693,37.4675591,15.06441942,linz,catania-fontanarossa
48.23964126,14.19116693,43.80836015,11.20157676,linz,florence
48.23964126,14.19116693,44.41525104,8.849758266,linz,genoa-cristoforo-colombo
48.23964126,14.19116693,45.45286989,9.27615049,linz,linate
48.23964126,14.19116693,40.88487105,14.28853633,linz,naples-international
48.23964126,14.19116693,38.17955418,13.09929019,linz,falcone-borsellino
48.23964126,14.19116693,41.80379504,12.25229173,linz,leonardo-da-vinci-fiumicino
48.23964126,14.19116693,45.19681545,7.647018693,linz,turin
48.23964126,14.19116693,45.50443652,12.34777319,linz,venice-marco-polo
48.23964126,14.19116693,45.39676888,10.8859908,linz,verona-villafranca
48.23964126,14.19116693,42.5747534,21.0308741,linz,pristina-international
48.23964126,14.19116693,56.92302427,23.97128515,linz,riga-international
48.23964126,14.19116693,54.63809245,25.28489528,linz,vilnius
48.23964126,14.19116693,49.625634,6.208076725,linz,luxembourg
48.23964126,14.19116693,41.96099959,21.62681239,linz,skopje-alexander-the-great
48.23964126,14.19116693,46.93400226,28.93338427,linz,chisinau-international
48.23964126,14.19116693,42.36780184,19.25169196,linz,podgorica
48.23964126,14.19116693,60.29220631,5.221732401,linz,bergen-airport
48.23964126,14.19116693,60.19501032,11.09753062,linz,oslo-airport
48.23964126,14.19116693,54.37948335,18.46623417,linz,gdansk-lech-walesa
48.23964126,14.19116693,50.07758305,19.78674673,linz,john-paul-ii-international-airport-krakow-balice
48.23964126,14.19116693,50.07758305,19.78674673,linz,john-paul-ii-international-airport-krakow-balice
48.23964126,14.19116693,51.72084301,19.39494274,linz,lodz-wladyslaw-reymont
48.23964126,14.19116693,51.23719306,22.71265524,linz,lublin
48.23964126,14.19116693,52.42056505,16.82793865,linz,poznan-lawica
48.23964126,14.19116693,50.11424137,22.02400823,linz,rzeszow-jasionka
48.23964126,14.19116693,52.16751858,20.96607839,linz,warsaw-chopin
48.23964126,14.19116693,51.10611032,16.87907565,linz,copernicus-airport-wroclaw
48.23964126,14.19116693,38.77652215,-9.137324464,linz,lisbon-portela
48.23964126,14.19116693,41.24167551,-8.679150062,linz,porto
48.23964126,14.19116693,44.57036759,26.08592959,linz,henri-coanda-international
48.23964126,14.19116693,46.78336758,23.68672898,linz,cluj-international-cluj
48.23964126,14.19116693,47.17686421,27.61872184,linz,iasi-international
48.23964126,14.19116693,44.82173163,20.29111599,linz,belgrade-nikola-tesla
48.23964126,14.19116693,48.17112892,17.2106461,linz,bratislava
48.23964126,14.19116693,48.67297651,21.23829483,linz,kosice-international
48.23964126,14.19116693,46.2274106,14.45189459,linz,ljubljana-joze-pucnik
48.23964126,14.19116693,41.29898632,2.083383804,linz,barcelona-el-prat
48.23964126,14.19116693,43.30302036,-2.907000521,linz,bilbao
48.23964126,14.19116693,40.49882187,-3.568455978,linz,adolfo-suarez-madrid-barajas
48.23964126,14.19116693,37.419886,-5.894691156,linz,seville
48.23964126,14.19116693,39.48950604,-0.480022024,linz,valencia
48.23964126,14.19116693,41.66557509,-1.050087204,linz,zaragoza
48.23964126,14.19116693,57.67140854,12.28730406,linz,goteborg-landvetter
48.23964126,14.19116693,59.65012578,17.92282716,linz,stockholm-arlanda
48.23964126,14.19116693,47.59801059,7.523736116,linz,euroairport-basel-mulhouse-freiburg
48.23964126,14.19116693,46.23690511,6.10824207,linz,geneva
48.23964126,14.19116693,47.46144231,8.552618604,linz,zurich
48.23964126,14.19116693,52.31962357,4.739179704,linz,amsterdam-airport-schiphol
48.23964126,14.19116693,51.45791473,5.390808879,linz,eindhoven
48.23964126,14.19116693,52.31962357,4.739179704,linz,amsterdam-airport-schiphol
48.23964126,14.19116693,52.31962357,4.739179704,linz,amsterdam-airport-schiphol
48.23964126,14.19116693,52.45193167,-1.744244238,linz,birmingham
48.23964126,14.19116693,55.95122361,-3.363094563,linz,edinburgh
48.23964126,14.19116693,55.86912858,-4.435405793,linz,glasgow
48.23964126,14.19116693,53.86758182,-1.661159299,linz,leeds-bradford
48.23964126,14.19116693,53.33553879,-2.853859333,linz,liverpool-john-lennon
48.23964126,14.19116693,51.46980043,-0.454454405,linz,heathrow
48.23964126,14.19116693,53.33553879,-2.853859333,linz,liverpool-john-lennon
48.23964126,14.19116693,55.03825989,-1.690185611,linz,newcastle
48.11243339,16.57483798,41.41843843,19.71341944,vienna-international,tirana-international-airport-nene-tereza
48.11243339,16.57483798,48.23964126,14.19116693,vienna-international,linz
0,0,0,0,0,0
48.11243339,16.57483798,50.90207279,4.482947232,vienna-international,brussels
48.11243339,16.57483798,50.46239012,4.45938871,vienna-international,brussels-south-charleroi
48.11243339,16.57483798,50.90207279,4.482947232,vienna-international,brussels
48.11243339,16.57483798,50.46239012,4.45938871,vienna-international,brussels-south-charleroi
48.11243339,16.57483798,43.82622396,18.33687115,vienna-international,sarajevo-international
48.11243339,16.57483798,42.68883587,23.41475799,vienna-international,sofia
48.11243339,16.57483798,45.74078032,16.06633153,vienna-international,zagreb
48.11243339,16.57483798,49.1522874,16.6928681,vienna-international,brno-turany
48.11243339,16.57483798,50.10266879,14.26200554,vienna-international,vaclav-havel-airport-prague
48.11243339,16.57483798,56.30736937,10.62742741,vienna-international,aarhus
48.11243339,16.57483798,55.61218241,12.64594781,vienna-international,copenhagen
48.11243339,16.57483798,59.41396371,24.82100989,vienna-international,tallinn
48.11243339,16.57483798,60.31789256,24.94980032,vienna-international,helsinki
48.11243339,16.57483798,44.82954442,-0.713848719,vienna-international,bordeaux-merignac
48.11243339,16.57483798,45.36291249,5.329801127,vienna-international,alpes-isere
48.11243339,16.57483798,50.5662597,3.100232821,vienna-international,lille
48.11243339,16.57483798,45.72346294,5.08889179,vienna-international,lyon-saint-exupery
48.11243339,16.57483798,43.43823641,5.21352416,vienna-international,marseille-provence
48.11243339,16.57483798,43.76300544,4.420535477,vienna-international,nimes-ales-camargue-cevennes
48.11243339,16.57483798,47.15764493,-1.607390316,vienna-international,nantes-atlantique
48.11243339,16.57483798,43.65975334,7.214028183,vienna-international,nice-cote-d-azur-international
48.11243339,16.57483798,49.00828913,2.550384072,vienna-international,charles-de-gaulle
48.11243339,16.57483798,48.0707405,-1.725586542,vienna-international,rennes-saint-jacques
48.11243339,16.57483798,48.77779916,8.08287255,vienna-international,karlsruhe-baden-baden
48.11243339,16.57483798,43.09561307,6.148818236,vienna-international,toulon-hyeres
48.11243339,16.57483798,43.62939862,1.367837851,vienna-international,toulouse-blagnac
48.11243339,16.57483798,50.86662955,7.138957841,vienna-international,cologne-bonn
48.11243339,16.57483798,52.36474242,13.50960134,vienna-international,berlin-brandenburg
48.11243339,16.57483798,53.04806814,8.78473663,vienna-international,bremen
48.11243339,16.57483798,51.13236833,13.7662524,vienna-international,dresden
48.11243339,16.57483798,51.28766157,6.766062556,vienna-international,dusseldorf
48.11243339,16.57483798,50.03784999,8.561248945,vienna-international,frankfurt
48.11243339,16.57483798,53.63336709,9.995435842,vienna-international,hamburg
48.11243339,16.57483798,52.46331889,9.683620956,vienna-international,hannover
48.11243339,16.57483798,48.77779916,8.08287255,vienna-international,karlsruhe-baden-baden
48.11243339,16.57483798,53.63336709,9.995435842,vienna-international,hamburg
0,0,0,0,0,0
48.11243339,16.57483798,51.41302084,12.23123543,vienna-international,leipzig-halle
48.11243339,16.57483798,50.03784999,8.561248945,vienna-international,frankfurt
48.11243339,16.57483798,48.35059566,11.77536828,vienna-international,munich
48.11243339,16.57483798,51.51779463,7.611080026,vienna-international,dortmund
48.11243339,16.57483798,49.21539581,7.110039004,vienna-international,saarbrucken
48.11243339,16.57483798,48.68745178,9.205711172,vienna-international,stuttgart
48.11243339,16.57483798,37.9371091,23.94884188,vienna-international,athens-international
48.11243339,16.57483798,40.52064287,22.97082858,vienna-international,thessaloniki-international-airport-macedonia
48.11243339,16.57483798,47.43474239,19.25864567,vienna-international,budapest-ferenc-liszt-international
48.11243339,16.57483798,41.13757561,16.76445302,vienna-international,bari-karol-wojtyla
48.11243339,16.57483798,44.53521722,11.28643204,vienna-international,bologna-guglielmo-marconi
48.11243339,16.57483798,45.66881294,9.701314239,vienna-international,orio-al-serio-international
48.11243339,16.57483798,37.4675591,15.06441942,vienna-international,catania-fontanarossa
48.11243339,16.57483798,43.80836015,11.20157676,vienna-international,florence
48.11243339,16.57483798,44.41525104,8.849758266,vienna-international,genoa-cristoforo-colombo
48.11243339,16.57483798,45.66881294,9.701314239,vienna-international,orio-al-serio-international
48.11243339,16.57483798,40.88487105,14.28853633,vienna-international,naples-international
48.11243339,16.57483798,38.17955418,13.09929019,vienna-international,falcone-borsellino
48.11243339,16.57483798,41.80379504,12.25229173,vienna-international,leonardo-da-vinci-fiumicino
48.11243339,16.57483798,45.19681545,7.647018693,vienna-international,turin
48.11243339,16.57483798,45.50443652,12.34777319,vienna-international,venice-marco-polo
48.11243339,16.57483798,45.39676888,10.8859908,vienna-international,verona-villafranca
48.11243339,16.57483798,42.5747534,21.0308741,vienna-international,pristina-international
48.11243339,16.57483798,56.92302427,23.97128515,vienna-international,riga-international
48.11243339,16.57483798,54.63809245,25.28489528,vienna-international,vilnius
48.11243339,16.57483798,49.625634,6.208076725,vienna-international,luxembourg
48.11243339,16.57483798,41.96099959,21.62681239,vienna-international,skopje-alexander-the-great
48.11243339,16.57483798,46.93400226,28.93338427,vienna-international,chisinau-international
48.11243339,16.57483798,42.36780184,19.25169196,vienna-international,podgorica
48.11243339,16.57483798,60.29220631,5.221732401,vienna-international,bergen-airport
48.11243339,16.57483798,60.19501032,11.09753062,vienna-international,oslo-airport
48.11243339,16.57483798,54.37948335,18.46623417,vienna-international,gdansk-lech-walesa
48.11243339,16.57483798,50.07758305,19.78674673,vienna-international,john-paul-ii-international-airport-krakow-balice
48.11243339,16.57483798,50.07758305,19.78674673,vienna-international,john-paul-ii-international-airport-krakow-balice
